Date,Series1,Series2,Series3,Series4,Series5,Series6,Series7,Series8
25,0.15161918829410592,0.1533252902775567,0.5301161060678895,0.4748681276289898,0.13710117684288448,0.12742905277798933,0.8740231371011163,0.4970065929466694
26,0.6846814850802964,0.2545377846272696,0.14654792048937726,0.531832017151795,0.7120608529290788,0.21975797030383237,0.035437156725752095,0.9544704449213663
27,0.854064988937656,0.2313726088483251,0.7324190595934064,0.8734426743983938,0.3393702244682705,0.5947862131991479,0.022092093325485118,0.07437000733064114
28,0.8421000657008109,0.040024208134476824,0.023526619764934753,0.8606928479286702,0.37468872686615495,0.5873189177991097,0.10199708650403361,0.014281442849259807
29,0.5032982361947088,0.9745456956821418,0.6364982499869771,0.41549058020543694,0.8836876611060339,0.5571171574705742,0.6558416668225564,0.859315468340739
30,0.8800389872301633,0.44908416248986105,0.644458159735916,0.6500395108807907,0.2176258772996319,0.36948016945824,0.14731267671282533,0.3164514388717208
31,0.7064694638131065,0.847196219487684,0.43789850347583925,0.663866164616108,0.10172561701976546,0.1279107758215785,0.7653284285045051,0.6435016066098889
32,0.2304558318675769,0.5398450723353705,0.6316410086519199,0.5206818557866952,0.5516850086364167,0.34947329754889134,0.3508278511016931,0.5674293341341646
33,0.4470097233721163,0.010923080865803958,0.9248588772333866,0.8853030355016839,0.5518535047827026,0.41999711815158824,0.05610611675381727,0.6259006837401225
34,0.1849121252737902,0.06795961545389573,0.815046372547403,0.5242794110933078,0.8128762762041628,0.7026415446035925,0.6261054543603541,0.11715892093567926
35,0.29840124028669834,0.5649267454279784,0.9356389258329656,0.21548801031912668,0.52843764928483,0.646528264722606,0.5063838544278539,0.5676765755873957
36,0.43427112081092767,0.21747402294592166,0.6603751554138577,0.35575876575086585,0.7434551077304228,0.1866624633905164,0.09269530055231656,0.9913324477224784
37,0.8284254669670316,0.6281929841172487,0.32642139738985665,0.7830761792879226,0.8425396550590661,0.6030459278518091,0.7217799796104245,0.8982030453944659
38,0.5246684108260274,0.9475670298730999,0.6627006254715048,0.929942745174794,0.06168409475263259,0.6554946067176646,0.04518675683704321,0.6183425952817366
39,0.33167999218965694,0.5906584379903512,0.39443046112777025,0.1951550636938303,0.12889825104326436,0.47953983340476825,0.5972771630392101,0.01989754722274184
40,0.22889803277004472,0.15557438729215944,0.9095275474427762,0.8817979707628901,0.8056475536279959,0.6793629461700476,0.30191945554252064,0.1390628972414797
41,0.7559942572044569,0.6333068511158092,0.962988440980084,0.7060163724917909,0.8185189691142106,0.2514575240336102,0.06263620180499863,0.6717383372425967
42,0.5579439575265552,0.9800908577638424,0.7384314399823346,0.7736113428436944,0.08689573087665192,0.9340818432096675,0.39994452576987205,0.1617571360382457
43,0.804764362033741,0.5170130078097872,0.14751422609214737,0.5133922804135048,0.3440126805703386,0.1589202456172042,0.1202154797184849,0.7122266050716648
44,0.3523560297658571,0.6769330392949375,0.1350217209644986,0.7794370226374073,0.5953672208139886,0.3118298547123388,0.9736155156285621,0.7201666793877101
45,0.5486545958992594,0.8253297553924157,0.8635920839302111,0.19059649163192005,0.2884513069001591,0.6361380178944794,0.6892182036255451,0.5859884906372489
46,0.03467114936707405,0.13112474616523362,0.9686255582841851,0.03424610713753662,0.9541857765417554,0.1889032780953549,0.3430181040461906,0.4335918674346133
47,0.3337394837775468,0.5457913448500111,0.9134310645805334,0.46289639734124477,0.14692594706313622,0.062322890668019326,0.09044817301063546,0.5381551073249867
48,0.23697209556106147,0.07206116130039242,0.858297451799878,0.59708526004448,0.9328056781649304,0.22278105465496556,0.7350311115702176,0.7822807770436971
49,0.2025475122103717,0.6393415025047353,0.08036992525390763,0.7921569696687379,0.2708160138533692,0.2094886874329448,0.07058557225166262,0.20119307558980537
50,0.05971370360959527,0.7233393991028317,0.4040143231716461,0.08130347139477367,0.09306085980774226,0.24801392514203757,0.15827235668575457,0.11977835954484262
51,0.4527990206633793,0.98175664296572,0.6948530991608294,0.9766932650639659,0.7474049723300235,0.6422440715746086,0.4499761174424406,0.3753752808205093
52,0.9466879216346891,0.051582956270143976,0.4213119474315936,0.8574762504901339,0.957264928264174,0.6621073021042534,0.4779256548223544,0.0068657665893994135
53,0.5179385639608045,0.13156855763578745,0.8946994158113123,0.26194011128222605,0.39594118670248424,0.6783499094164536,0.005371383595182522,0.2085580613360487
54,0.42703564606031497,0.9929018911355281,0.8685884343594737,0.3669522401656876,0.9666393352513498,0.16350967112934534,0.08034328329299567,0.6726782796810461
55,0.28570191648807164,0.5994165916049043,0.8962502463807639,0.759155737296306,0.1783791430237638,0.7963821234726625,0.6688924124916793,0.6243154520832909
56,0.9328309924644542,0.3753536543784789,0.6818985096853954,0.9667140491647346,0.5585816304945899,0.611346032046278,0.2920289058369766,0.3971773004500363
57,0.22227397183508013,0.2185862475102931,0.48307852504114157,0.4278925679900635,0.9558486373362344,0.17419932604735822,0.9159187454560369,0.8463314654053896
58,0.10835839737317776,0.6177935532802366,0.7628216600168244,0.4267452678261837,0.5336139741242658,0.24939181947831823,0.8309599213249678,0.6977898848752974
59,0.19883986977029178,0.16967777301705633,0.4901855438532833,0.02325155551111624,0.06537134569705438,0.3203305997424416,0.6458992085000811,0.24790585537704635
60,0.46316505466888724,0.8393815546924532,0.36674173588998393,0.8078583834045693,0.30511777878365054,0.7699447352193557,0.02174581471595416,0.008226643553306712
61,0.30446721397642973,0.574662284663836,0.22853961525236,0.7501271399176671,0.5638064964316486,0.15018258880531898,0.8495058178451292,0.7802870097771117
62,0.6582640913027641,0.5555128232457679,0.44869914268407707,0.3950709520111637,0.0901238708148544,0.7777399012985147,0.8924875026884276,0.97562333433383
63,0.1544828837911999,0.9865875480030895,0.4577336615593893,0.4097352604832858,0.9470152231249953,0.13332470132561414,0.476549371277755,0.649731832672396
64,0.742442994737186,0.5286236826705457,0.2289310130356138,0.7835807574669071,0.7814462725129363,0.3187130790349275,0.8696219587232481,0.804320470567489
65,0.2901593223644324,0.12388309466180936,0.5951014378254104,0.6718175168622689,0.370089968679296,0.07869373012864345,0.09189045897927928,0.2530102149327733
66,0.35047141584563124,0.4369375600125007,0.01223646000817813,0.1960294458739782,0.8277008122119507,0.10174527414904067,0.5425727438041127,0.6226616158949478
67,0.24191594797263027,0.9687390210332392,0.26692225302467687,0.09665396907218404,0.1894706385553525,0.9771674442562177,0.7286229197558792,0.27804906538116136
68,0.06975557363397888,0.8599419643142971,0.7994355672209249,0.7115444023230999,0.7811317550943655,0.927221149167392,0.7188225599876337,0.42120947946368514
69,0.12207457251649256,0.8425998190409635,0.4907334591063417,0.9385532284186634,0.3802720752189984,0.3829175211606479,0.19122591061492566,0.7196617031522885
70,0.644846082060255,0.15969627822311205,0.6267555909241248,0.4629720949878591,0.3614260595718939,0.7162174337824423,0.9312581908200203,0.2920239210144304
71,0.7377622697942886,0.6265071334418504,0.8452229498572926,0.7153710378651931,0.27020008141673246,0.8668516249983351,0.9477724300664594,0.14670580692792434
72,0.9390931415973458,0.7174232483762242,0.0734350029915255,0.5415578192707449,0.5311033263448978,0.9610581846569842,0.24310373335534696,0.8051146201066042
73,0.3829816787252126,0.3950163365521171,0.12802227867769955,0.6725140735435304,0.07634966051622893,0.29053517250153826,0.9013409380034546,0.27607004831071214
74,0.4547688944791004,0.1237035509363098,0.6953814645806778,0.26094154614482223,0.13160648171248668,0.11544995477557429,0.7959620699525098,0.6867103151042618
75,0.202028221732095,0.00056965847031476,0.39256970659846646,0.7845161984360529,0.7526112415662348,0.6462920954728644,0.25147724630827695,0.7146956125626822
76,0.2393725269833108,0.6391418603589777,0.836121909786907,0.5735215463862122,0.8410881915272358,0.8517154269489614,0.3719343260942495,0.4329073331174036
77,0.08691894265762612,0.18357282496495453,0.6529396287456047,0.435943697191543,0.5747549848539851,0.9816513430508808,0.07204274573923919,0.8628623584982391
78,0.7557305998806892,0.51480511908882,0.9523210779628558,0.9102713962603908,0.4243868126842548,0.5438895954749343,0.7394800962934882,0.2788789802284719
79,0.6299337980506107,0.6816150496140209,0.9716741506380522,0.7387819270383389,0.11987891204905443,0.43993232994296827,0.5685559475170829,0.4847769344210354
80,0.055451546737720014,0.3846864790454947,0.13233409128066653,0.14214708721933644,0.8297998608907536,0.6644747212909146,0.6319823440416346,0.40277879522914894
81,0.10843149034495725,0.4709034098178516,0.9733343389227337,0.45006193950560336,0.3511528241132139,0.9025809652032276,0.5987583299693925,0.01251416228077007
82,0.4520199388371281,0.036393179199730286,0.3143721375637819,0.6666374774279659,0.22889873544398343,0.5141853839430116,0.3760258236316353,0.3949879076800147
83,0.618048781149652,0.8492961797264917,0.3563305959651075,0.10521598662772291,0.9662407664288996,0.9121403212889725,0.0364057522597413,0.7639329846784517
84,0.26271881649525297,0.8735493348463232,0.5808597489508573,0.17540249305041355,0.9216047444885705,0.7761799041451937,0.3922422763543464,0.2340468273609233
85,0.32217023842371106,0.3603066461276464,0.8639893325155846,0.6929664205622674,0.8902799463935333,0.07693471254808237,0.05855972920737329,0.7213106067197256
86,0.7934828529546505,0.3737160936448346,0.29339282457871896,0.4770118205280145,0.2027849817173365,0.8110385930490981,0.4280766425546201,0.13694873075563618
87,0.41336762451817477,0.8446422350991452,0.9540682749010022,0.0070811853437161565,0.36163186290460114,0.43098469253697547,0.3514447901519292,0.7932658755039232
88,0.8935248183382136,0.28503539425042357,0.2818393034218044,0.30091637054213327,0.7785021107531577,0.4040151539212624,0.4289075951637763,0.31575233024472116
89,0.4157028393098998,0.7904766469142499,0.7996365555740791,0.8972923631999075,0.19168870680565908,0.12295189845535892,0.031005440901607173,0.18064526182574991
90,0.5055441982146112,0.7755823293713446,0.6251913508841914,0.9311066755684171,0.2559174802954568,0.8813694685688566,0.040982474532099133,0.11244496289495365
91,0.7299206856355579,0.8550469456614607,0.9238258934491544,0.693504007764579,0.9644465835210325,0.9467492495349777,0.8917149150052147,0.7705439346955062
92,0.15425185538035724,0.22984689103954248,0.37251507314884613,0.5343234614863362,0.16280368572692028,0.600439623848189,0.17466627652222733,0.6026311268876942
93,0.6494626989402847,0.945332052331119,0.6466014022213299,0.6529953816083806,0.10078206401540801,0.5621238583400094,0.5860078847387358,0.567988583317154
94,0.5949447670102034,0.8658894326812939,0.1065380662776716,0.9075034159404374,0.2009427160016254,0.7775533571899886,0.09641130526388908,0.3096449027906726
95,0.05633042939755695,0.40768124785343984,0.24446530837041625,0.9339678230168398,0.582837936161443,0.41106580360035294,0.8974567853690134,0.6154645442862073
96,0.8431821149400318,0.98064528833485,0.869557456985516,0.022446854257050064,0.8805038551737031,0.3384462782522405,0.2685264683498758,0.3630990642248536
97,0.4075384806592661,0.5075869368793903,0.673121141507215,0.8913070874988728,0.41888025775492277,0.4078449040989328,0.0942910055009093,0.04895455879350141
98,0.5187584309091118,0.7915467033633855,0.2681946237639389,0.01372769059372192,0.33676274250118277,0.2102516523735235,0.6380309486788511,0.45564191634995743
99,0.2927828619682823,0.9388247830479938,0.7066259607630695,0.3250952410467256,0.12390834205920476,0.8738494125595458,0.08335302317921034,0.4406027455402627
100,0.13886087465152308,0.5363482678509927,0.7758477135648619,0.6690762229601805,0.7716062929476907,0.06679999406976733,0.27142506808705025,0.23413753622949196
101,0.2973257927874907,0.8074238985314937,0.3739369823916724,0.11272437711766514,0.21130657458757307,0.7220444326533915,0.4897064565348668,0.4862862978852075
102,0.28902370751643114,0.9442633532094683,0.7348077111276533,0.5390041588418468,0.6784597189084604,0.8696681318412577,0.9197146160443105,0.8341493782475364
103,0.8249811757393524,0.744416433810578,0.4665601891645189,0.3868334655708784,0.03441164557215026,0.3922983174116812,0.031847846958096726,0.9876727782256861
104,0.8156756017584874,0.5749301941378504,0.7697865313242346,0.9418922990614491,0.8394155108036524,0.5671751971529233,0.9710539646460947,0.051649414375850355
105,0.9507508309291255,0.6348625584223975,0.2967023541794679,0.7411530382401329,0.16326049809081156,0.19389530769543517,0.17989702580613354,0.5681460828796789
106,0.8897951885195219,0.9628209695909394,0.7001433707620017,0.6143821301838966,0.40541452748205054,0.07574229570496371,0.17744621814555417,0.7292872071870001
107,0.8429545487879178,0.8920379713256062,0.5570805424810452,0.04582638967936248,0.1148217489736365,0.1380163045020767,0.48061615847898453,0.9326526655860301
108,0.2840140058798646,0.14742717083591927,0.9730079532064456,0.2554848468032289,0.7452735167643247,0.7700075663301481,0.6750913013861054,0.20634432064326713
109,0.5077074530051762,0.8052409011365583,0.11120073346906378,0.9382522565210951,0.8546296740056628,0.39995074081617954,0.7641936540798085,0.20236570902461393
110,0.3633652366665049,0.39193672724229245,0.18728278405999976,0.33249270167122624,0.526091256196691,0.9672018122399116,0.4893003955959051,0.42419250927910834
111,0.47747712420217536,0.2148356209318163,0.567384184796613,0.19611121545568566,0.8607473185463693,0.3215964346404032,0.53705068118534,0.0900220174487455
112,0.6090571571572636,0.34003914819121195,0.6414047842455699,0.8104794849421446,0.13727950409927336,0.5581859588301044,0.06619383424359104,0.8916392099216637
113,0.22837903518459612,0.8097129748099539,0.6475267887845131,0.3286888818838293,0.9193722147367356,0.3147589713422151,0.23195872458916844,0.8702635174370638
114,0.879790395222258,0.9081261163013478,0.8714821472694566,0.36050332609859037,0.9587803834468589,0.3111764777113827,0.69960583072284,0.3854306428104356
115,0.26219970333769216,0.3945092453814417,0.24420922582295923,0.2781397807899604,0.4111784332852987,0.8969651624017405,0.5907485016175698,0.9593701782818226
116,0.5114028656043306,0.4165717486042434,0.9082993096982639,0.8733744909510874,0.24644770716072384,0.7152252953410008,0.10236991613476176,0.02196780773796836
117,0.41733345620664686,0.43739576749928355,0.22363532304789968,0.3779442175272508,0.49280739359347703,0.804822156407159,0.11120112687740835,0.581441996312024
118,0.5282904184212209,0.42474406986612634,0.4074828735311412,0.08049603875688638,0.3853074361900951,0.49630674345758485,0.6765974296510772,0.9536972149118566
119,0.5814245218389584,0.5287181843478067,0.6513693539166859,0.18192202039780825,0.8711791983840201,0.2764682186194143,0.2261003513412918,0.004580241684406849
120,0.7475862242302602,0.7767746393961142,0.9773796829437844,0.708388456402528,0.7220454780968838,0.13026454605606863,0.2521145794924132,0.9579064514853928
121,0.695689536725769,0.9107329483659617,0.6049085591162152,0.5522968550767142,0.5829127325004605,0.9963949946018381,0.4747819202829031,0.4763561591659513
122,0.19922106574518206,0.7686557359113131,0.031005600845352088,0.11466795678341146,0.009949508353767289,0.21665137471097773,0.9146978355706611,0.7192991419932221
123,0.17508075306906046,0.16343598708664864,0.8219068878923532,0.08359809350900382,0.2437057671177576,0.6987626564030176,0.9090071975550158,0.3202285967310625
124,0.551839407095857,0.21884880240485782,0.23902464307661198,0.922849605937356,0.3386221769891693,0.6561819546634408,0.753481655152146,0.04633168597707482
125,0.8859315481935248,0.9817359226669069,0.752439647487055,0.8335837476171918,0.10403814097385977,0.45523332961390417,0.5486062584081409,0.9863643400583029
126,0.45497544018165537,0.8481829904166089,0.5543849102272939,0.815137907771107,0.09073029212058714,0.6868191288382799,0.5589504775363885,0.3238247959703958
127,0.19183411634219882,0.6301858548884975,0.5301421910880016,0.470406655914158,0.16624810590304473,0.9847729435829665,0.3749900893160729,0.4510028853774971
128,0.3548731974722277,0.35586086154775276,0.06158561430122489,0.34117794656554534,0.15674602773115387,0.17909211467741715,0.7465136270302349,0.15914304954640535
129,0.3779836618615674,0.08983440095659645,0.5323005809762495,0.27782771644519955,0.7141254035966831,0.035601728874047445,0.15097271529135325,0.6112656799913623
130,0.14191769866012915,0.964254399806978,0.654244442353159,0.1099395023953672,0.24004532507743392,0.7448254195131091,0.1537510162903618,0.04051458689286169
131,0.5979733192154064,0.6590420120544888,0.1022692824084056,0.8011383472740857,0.7937936191724647,0.45952064136204673,0.9304009703241944,0.7763857695839959
132,0.44794679226290457,0.18168978564629812,0.20207061821948957,0.04698958795487729,0.3767164270692961,0.8749231026326959,0.9324922492698218,0.29092000867054346
133,0.4919633529368159,0.43498379016136235,0.6144784071298263,0.5091329653853214,0.22578099651451478,0.017303561645901966,0.07262306315541733,0.39850786992050613
134,0.054835007549474235,0.07835908228621025,0.12909968906691094,0.1597600952672179,0.7974105782654024,0.9372998245535484,0.831636072850542,0.9112543379257644
135,0.6482901111975572,0.490609297121386,0.9683778399274746,0.8164227385149407,0.07342763596377166,0.7156551154516599,0.3790178655798174,0.04112943122281287
136,0.8039676188252117,0.718756732847619,0.41155789145213695,0.7037272046885076,0.7789003914464014,0.20873671366077873,0.5101506109986936,0.40599813792388284
137,0.21791736816319673,0.902600650381419,0.9370253630055628,0.7834043738025649,0.4665140510641541,0.6912046616375118,0.8982420100530017,0.512643542371057
138,0.06338808366693416,0.397690390602623,0.6458633619157633,0.6853653547830935,0.4982396779006877,0.9192959866454661,0.10028576864984073,0.24467026273109138
139,0.8191926750030535,0.5338003816475541,0.21440359933200603,0.26960980286523917,0.47162287973689354,0.03215159735910322,0.2836301208185441,0.01581755394321116
140,0.9256421025969256,0.7159628122987453,0.09744334497592111,0.8938509250529895,0.3117814265045342,0.2052612743574701,0.01839207818517352,0.4726590616588455
141,0.1800654654768209,0.31898693317347704,0.8308140102586135,0.6176305365417665,0.3137304867348595,0.3951152990160517,0.3537142675548568,0.2827491645669148
142,0.5291633603820698,0.7250147360970292,0.5512415218518307,0.8961870223883001,0.08305812561092252,0.9314672415043552,0.4192922862795728,0.6482782910450534
143,0.2865027836601559,0.6984739023631942,0.1935672855420314,0.685396900581351,0.4188347668218242,0.0017178804580578744,0.2676325039226757,0.8206179627655699
144,0.2592538949552987,0.4356026990380558,0.09264628062733926,0.899897325954359,0.3288415764518543,0.38077710096694317,0.721257324345404,0.6772331745353589
145,0.21892469993920716,0.5600356899671862,0.43509611869975073,0.11851940726272248,0.7434785670752933,0.7888225635217172,0.47659045602175854,0.6007758435801261
146,0.9986653946525682,0.8603796750735212,0.2238884656062735,0.4014111018824599,0.4913148117938442,0.15309354926548457,0.7082376508793254,0.44066464944762973
147,0.4293249862129602,0.3320865945777147,0.21941577771706222,0.4295434916583052,0.4678886389486462,0.9501634375481134,0.779859240803488,0.36097251692713506
148,0.9693164443204815,0.8133290871613422,0.6367429102687963,0.09440329343810272,0.16537418328386166,0.21169486319292063,0.33205394867474447,0.869026093425438
149,0.014189145260214753,0.11337921295186981,0.34595479228839054,0.3384530291904194,0.602319032160681,0.9545665404486289,0.6389404028310612,0.5927509334127129
150,0.075312199132055,0.7806679793135473,0.11150701147969388,0.39787484526348305,0.47414057038498936,0.2672299939257128,0.7810389867970682,0.8949704177583816
151,0.9533023522981927,0.9857512256184724,0.531054695766505,0.5497201239630903,0.11538266385496321,0.7994997424784848,0.14633138788257205,0.6841576783934868
152,0.23252441452007866,0.04051543355648246,0.33545844990665585,0.7482077971085015,0.11082344781306785,0.07150017114574037,0.6083577877806486,0.6615240124479619
153,0.982092192128897,0.2930417727921605,0.36924761564197683,0.6109358191898344,0.6563218659132596,0.7852420355351293,0.7924480659522417,0.7166953619124762
154,0.9248715674743493,0.20495687075331603,0.828297840539303,0.7008486000838539,0.13840065052998518,0.22450892918521725,0.397222391618295,0.7688409982665753
155,0.32308636973711513,0.9390602827527893,0.9329904248359674,0.3198793660408964,0.13185955154510365,0.8408655214579256,0.8561023179668372,0.8088044910238067
156,0.8468112935071782,0.9907900029840362,0.9055015316026629,0.370341434517352,0.06029891481789118,0.6465367100370818,0.19606001092248193,0.8260134476605487
157,0.7686302286679182,0.6098092356975644,0.8771014199722296,0.15068471264141725,0.6976216181250764,0.7299968104878963,0.08334773908737736,0.8867324440407298
158,0.7753932485169656,0.10893786771911584,0.8026145211409219,0.5010392711439958,0.41342517955383684,0.49266123794145444,0.27769981126234544,0.7191590556847143
159,0.704927797422047,0.3103783199908289,0.3014586592406564,0.4007918444062324,0.5929200248486622,0.20008354145749185,0.8910655231929165,0.5592723856661911
160,0.2819166683590457,0.32859763518504337,0.010324927895447145,0.6061768520307763,0.912112230560573,0.6862742607070799,0.7330192042587963,0.34916198294416356
161,0.8456358625743368,0.9071547723102603,0.1365922524345412,0.22455665640960276,0.9293810860360505,0.29629266205375515,0.08989681119495363,0.10312526121431154
162,0.6487794373548625,0.22831131848288055,0.7789518796942227,0.5380644584990237,0.1743181760493554,0.44103264740652826,0.07005141207869392,0.2437264413771768
163,0.9114900579404153,0.22978545478018864,0.543937858712317,0.4970212687917481,0.10805191459126029,0.24545731883240085,0.16745449822324232,0.7253852568918642
164,0.19493600362756092,0.5916103396252413,0.4535471341234434,0.3193402270922323,0.48214598679893084,0.12224728505504256,0.8185871314774544,0.4590919830212081
165,0.3029423009104105,0.5973640809726253,0.20152254279534665,0.5409202122727249,0.416151317359036,0.3064318550854148,0.07667654701024207,0.6674988467400362
166,0.8467868780033944,0.9437823703029501,0.07797571229713074,0.49812317831388564,0.31822059978719264,0.8174814185292747,0.7390014983334778,0.83894333090642
167,0.4120591641000997,0.16797234485216206,0.6222898863585203,0.36584624857570913,0.6299478449384391,0.183743404295308,0.9960211816173535,0.9676925476082717
168,0.966835399686076,0.39011414559357604,0.8108615806556599,0.571691480946752,0.3789253198281375,0.7465063391521569,0.5719420542242166,0.6316450011891972
169,0.641748186185857,0.23312832528899363,0.7547764577444256,0.015904371667330275,0.37160459293809533,0.19307133030325285,0.6595224531278607,0.4235356251002823
170,0.7846532603415389,0.30295844268027794,0.8951212966280777,0.43647216562054325,0.2020633178497382,0.190190555301606,0.834547545941632,0.13122417065475567
171,0.049686320952782026,0.4840604852583992,0.001619400891970879,0.9308499468398865,0.676077157344288,0.11034936205754531,0.11839562875812826,0.05562373559888445
172,0.5791692369824712,0.23971250707233327,0.08731520100977541,0.4022280310769869,0.6810653359076655,0.37104706438347146,0.4670825211611247,0.43141817456135223
173,0.23943184625672265,0.3442342788527043,0.6331329862725209,0.3684290564338969,0.16620204380773906,0.638922021452583,0.19089173644813284,0.8426534326361695
174,0.9904340713724897,0.7807680480328957,0.47005851942059407,0.37288446622371907,0.38727636238902474,0.27941108670453885,0.4596060572543885,0.32407280805383454
175,0.19664331889340614,0.031062408143769038,0.681065094848177,0.2078924532615225,0.007660654294069591,0.017515556308635882,0.9279196400536085,0.9700663928418298
176,0.0030297738608678904,0.519218801434573,0.5858500330681268,0.9603394847411393,0.24885531176598208,0.3599853757475846,0.11138214448163397,0.07984589787451013
177,0.844713429329093,0.10930996678345672,0.8839104656266065,0.9158613236575485,0.8192974206263768,0.0549217137992295,0.8327846851729638,0.22997585431824497
178,0.024575031343218923,0.4765826223588481,0.8069621306633754,0.1731896872060379,0.8931224507432418,0.7849260372515298,0.2657382053984685,0.1161278312644396
179,0.9311393377147134,0.598244720109351,0.335047074647543,0.07633834397376804,0.8007737879042929,0.09601540958748433,0.8565221946235867,0.11169400766263371
180,0.17788976609370177,0.5875565537273972,0.38129079873246174,0.6705361090191229,0.25704120071666337,0.6721865159145884,0.8296825731789187,0.30460747123899234
181,0.47139458493392705,0.6437654815045583,0.5869495139304173,0.785814051260654,0.1630952225041702,0.9402085008050051,0.9096744115653399,0.27368938930603937
182,0.9185069630796249,0.6327808447199661,0.981275757253512,0.2961406878336711,0.9439510154155999,0.048945416435765554,0.04945676241435648,0.031624915148306565
183,0.696306643622334,0.06014205747542223,0.3174566777814618,0.7652621438919579,0.20258680701959197,0.23032887827444148,0.22404578848764534,0.9377664232007324
184,0.44440379412775055,0.33832677361984054,0.718798549613126,0.5512658428833603,0.4893983396688101,0.34560320200008066,0.3325727394375302,0.08877938777061634
185,0.7929486827044031,0.2530459883706476,0.4106506228846313,0.505354338745146,0.7974118349070126,0.9906255220613981,0.49841508549568303,0.6702359034098329
186,0.16616616655868088,0.13776985698299615,0.8010817715398267,0.7866145906017565,0.3188542352470002,0.11615598679286976,0.32926323626142784,0.3922489452617698
187,0.3660063653694161,0.6209404799272973,0.6118159246890595,0.2581008996325551,0.5727100657222145,0.4369862946852846,0.31711102305523065,0.34432679214089434
188,0.25654282396034,0.5685922284161629,0.06721851143987445,0.6394391352035749,0.9031615208894687,0.4941664656392877,0.8716178922528227,0.009128725405952443
